"id","type","created","updated","title","external_id","doi_count","accession_number_count","ror_id","ror_name"
"3d021d4b-961d-49f5-8c74-75b53ab6a4fd",affiliation,2025-07-27 10:52:47.345 +0200,,Louisiana State University in Shreveport,,,,https://ror.org/02c4cbt39,
d36d2ec5-b655-486c-932f-559163569f81,affiliation,2025-07-27 10:52:47.345 +0200,,Jumonji University,,,,https://ror.org/03068df82,
d6b25d47-2ad1-4b1f-9d60-bd1c06bc7541,affiliation,2025-07-27 10:52:47.345 +0200,,Plant Industry,,,,https://ror.org/05jg9pj51,
"6c85d4d4-8f70-433a-8aef-4d1fcd06840d",affiliation,2025-07-27 10:52:47.345 +0200,,Universidad del Papaloapan,,,,https://ror.org/012wxwj57,
a34a1bc7-0bbd-42a3-9c80-9ea8a8d60089,affiliation,2025-07-27 10:52:47.345 +0200,,WIN Consortium,,,,https://ror.org/03r6bpj37,
d1c3c9d5-b1c6-44af-998e-fbad9be0df00,affiliation,2025-07-27 10:52:47.345 +0200,,Tomsk National Research Medical Center,,,,https://ror.org/01z0w8p93,
"713ade74-08c0-4eb8-b263-51dabb5929ec",affiliation,2025-07-27 10:52:47.345 +0200,,Hospital La Paz Institute for Health Research,,,,https://ror.org/017bynh47,
cb2e3604-09f5-481c-b750-0878541994b1,affiliation,2025-07-27 10:52:47.345 +0200,,Blücher (Germany),,,,https://ror.org/058agte50,
"0c3a6bf5-b2f7-4860-8359-8c2e78c872f5",affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Chemical Biology and Fundamental Medicine,,,,https://ror.org/00gmz2d02,
c2729e76-6f77-4112-89c1-be9bbd9857a6,affiliation,2025-07-27 10:52:47.345 +0200,,Fuyang Normal University,,,,https://ror.org/02njz9p87,
"8ccb9be7-3903-4e49-ba7f-0014f5bacf44",affiliation,2025-07-27 10:52:47.345 +0200,,Molecular Medicine Research Institute,,,,https://ror.org/02c2fwh71,
"5988a461-de7e-4674-a195-bb0dffd4bdc2",affiliation,2025-07-27 10:52:47.345 +0200,,National Livestock Breeding Center,,,,https://ror.org/05een9q80,
"304f40ac-f12d-420c-9d06-8105f8ba523a",affiliation,2025-07-27 10:52:47.345 +0200,,Institute for Translational Medicine and Liver Disease,,,,https://ror.org/00jvqbw52,
"7bbc6095-ebd3-4923-bd8d-527207723916",affiliation,2025-07-27 10:52:47.345 +0200,,Olema Pharmaceuticals (United States),,,,https://ror.org/0536q8754,
"399205f6-ce82-4b75-8e11-f5f3979c5ccf",affiliation,2025-07-27 10:52:47.345 +0200,,Center for Genomic Science,,,,https://ror.org/04xbkmk86,
"1d9092a9-4dfa-4100-9ae2-c6115deb8ef2",affiliation,2025-07-27 10:52:47.345 +0200,,Hospital Sanitas CIMA,,,,https://ror.org/045wa9418,
"84adb014-a2fb-491b-8cf3-5318903167a1",affiliation,2025-07-27 10:52:47.345 +0200,,South Australia Pathology,,,,https://ror.org/01kvtm035,
f0b4b5e9-6fd3-49c9-b54b-13c97a39a132,affiliation,2025-07-27 10:52:47.345 +0200,,State Key Laboratory of Digital Medical Engineering,,,,https://ror.org/03ab0at74,
"7c73b57d-9467-4ec0-974d-2823a0ddff84",affiliation,2025-07-27 10:52:47.345 +0200,,Hankyong National University,,,,https://ror.org/0031nsg68,
"09dd0980-38f9-41f5-b636-cc4ce0acec26",affiliation,2025-07-27 10:52:47.345 +0200,,Jyoban Hospital of Tokiwa Foundation,,,,https://ror.org/05xya7b65,
ee0263f1-f9a1-40e9-b1b5-5ca32ae126ca,affiliation,2025-07-27 10:52:47.345 +0200,,Tuskegee University,,,,https://ror.org/0137n4m74,
"8c06e2ad-c7c0-464f-a532-a1a8ab57b741",affiliation,2025-07-27 10:52:47.345 +0200,,New York Stem Cell Foundation,,,,https://ror.org/03n2a3p06,
"566f4e36-c4cc-4393-9ee7-71f7c06d1bb6",affiliation,2025-07-27 10:52:47.345 +0200,,Mimetas (Netherlands),,,,https://ror.org/00jz33f47,
"3fb2dae5-e3b4-4078-abb9-4f02a414489a",affiliation,2025-07-27 10:52:47.345 +0200,,PLA Navy General Hospital,,,,https://ror.org/036dyz052,
"332771bc-2546-4545-9741-6ee085ea6277",affiliation,2025-07-27 10:52:47.345 +0200,,Agendia (Netherlands),,,,https://ror.org/03txpx007,
"6fe3af36-686f-4810-89b0-73f30377bcaa",affiliation,2025-07-27 10:52:47.345 +0200,,Indiana University Hospital,,,,https://ror.org/05rbkcx47,
"52616509-e716-4454-891b-1683447c1deb",affiliation,2025-07-27 10:52:47.345 +0200,,Kansai Medical University,,,,https://ror.org/001xjdh50,
afdb935a-2b30-4948-8db6-c091f4c76942,affiliation,2025-07-27 10:52:47.345 +0200,,Veterinary Research Institute,,,,https://ror.org/02zyjt610,
"5719edb2-085f-479d-b736-288b0b3a3822",affiliation,2025-07-27 10:52:47.345 +0200,,Dartmouth Cancer Center,,,,https://ror.org/044b05b34,
"83e72500-39c8-44bb-92df-29230c4953d6",affiliation,2025-07-27 10:52:47.345 +0200,,Ardelyx (United States),,,,https://ror.org/03wcj2062,
"1e997226-61b1-4383-80aa-65e2c418e727",affiliation,2025-07-27 10:52:47.345 +0200,,Wellcome/MRC Institute of Metabolic Science,,,,https://ror.org/0264dxb48,
"74a15c0b-be6d-4f1d-8592-8d58f4fe10b7",affiliation,2025-07-27 10:52:47.345 +0200,,Centre de Recherche en Cancérologie de Lyon,,,,https://ror.org/02mgw3155,
fec9f4d3-61fc-4938-a0b6-d0b51bba00ae,affiliation,2025-07-27 10:52:47.345 +0200,,Wyss Institute for Biologically Inspired Engineering,,,,https://ror.org/008cfmj78,
a1fa4993-6971-4d7a-85ed-0fd0397efa42,affiliation,2025-07-27 10:52:47.345 +0200,,Central Drug Research Institute,,,,https://ror.org/04t8qjg16,
"11721d1b-275c-47cf-a832-82da0e0a4344",affiliation,2025-07-27 10:52:47.345 +0200,,Guangdong Laboratory Animals Monitoring Institute,,,,https://ror.org/02mxq6q49,
"4a8b4b9d-db1d-46ff-9b94-f04c9969a5c4",affiliation,2025-07-27 10:52:47.345 +0200,,Kyushu Sangyo University,,,,https://ror.org/01wqrpc44,
"0e16ea66-f6b2-4bc1-a711-ad377d5f6ded",affiliation,2025-07-27 10:52:47.345 +0200,,Paulsson (United States),,,,https://ror.org/00s8ey170,
"03ed02cd-bbf8-4fb5-98bd-73c40926e87c",affiliation,2025-07-27 10:52:47.345 +0200,,Cells Therapy (Poland),,,,https://ror.org/04wpnc326,
"9fe1c198-b296-44f7-a6a8-7f710befe147",affiliation,2025-07-27 10:52:47.345 +0200,,Korea University Guro Hospital,,,,https://ror.org/0154bb690,
"4e969e26-d0ac-4779-9e22-52b639215322",affiliation,2025-07-27 10:52:47.345 +0200,,Tomsk Cancer Research Institute,,,,https://ror.org/05gf3n961,
"71d8180d-606f-4c8a-8a24-0ee80a5e58bf",affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Pharmaceutical Sciences,,,,https://ror.org/04n35qp23,
"83b9ec1d-931f-4da1-95fe-9ae1981f90b1",affiliation,2025-07-27 10:52:47.345 +0200,,Rosetta Genomics (Israel),,,,https://ror.org/044xepv65,
"8391e86e-dc48-4a13-8f92-399602ea4c13",affiliation,2025-07-27 10:52:47.345 +0200,,CIBBIM-Nanomedicine,,,,https://ror.org/04xezgr31,
bd58640d-e1f0-4395-894c-94f688e68520,affiliation,2025-07-27 10:52:47.345 +0200,,IB-Cancer Research Foundation,,,,https://ror.org/02771np58,
dd7dd1ec-a966-401d-9374-8d2f203e22e0,affiliation,2025-07-27 10:52:47.345 +0200,,IMDEA Food,,,,https://ror.org/04g4ezh90,
"406eca11-7df7-4594-949e-2422eec3915e",affiliation,2025-07-27 10:52:47.345 +0200,,Mitsubishi Tanabe Pharma Corporation,,,,https://ror.org/038ehsm73,
"8cd7967e-6721-4aa5-907b-6aa572c75dad",affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Mathematical Sciences,,,,https://ror.org/05078rg59,
a6a121be-26a8-4576-b97e-278090e70a58,affiliation,2025-07-27 10:52:47.345 +0200,,Bio-Rad (Canada),,,,https://ror.org/0379ygx07,
"4389327f-1a02-4cb3-b65d-a50ab3d51920",affiliation,2025-07-27 10:52:47.345 +0200,,Sekisui Medical (Japan),,,,https://ror.org/02deetg88,
"46b63ceb-29c9-4461-8f81-378719c5dbc0",affiliation,2025-07-27 10:52:47.345 +0200,,UC Davis Comprehensive Cancer Center,,,,https://ror.org/02kcc1z29,
e2b2ee47-8110-4355-81e4-30d688e24b3b,affiliation,2025-07-27 10:52:47.345 +0200,,Instituto Aragonés de Ciencias de la Salud,,,,https://ror.org/05p0enq35,
d9a91881-63de-4339-9262-c8a6678440f8,affiliation,2025-07-27 10:52:47.345 +0200,,Genethon (France),,,,https://ror.org/03fj96t64,
f61432ee-d680-4ba6-b5fe-1c9388e74b6e,affiliation,2025-07-27 10:52:47.345 +0200,,Maine Medical Center,,,,https://ror.org/034c1gc25,
"260d61f3-296a-4668-b018-c358c66a002d",affiliation,2025-07-27 10:52:47.345 +0200,,SNP Genetics (South Korea),,,,https://ror.org/02yv7gj50,
"990ac42b-dff6-4f08-8435-966ecdb9d09b",affiliation,2025-07-27 10:52:47.345 +0200,,State Key Laboratory of Food Science and Technology,,,,https://ror.org/04zgj7914,
c35a4592-1dbf-4905-9839-a799fcf75263,affiliation,2025-07-27 10:52:47.345 +0200,,Chiba Industry Advancement Center,,,,https://ror.org/05evsxq57,
"705f9532-acf6-42ef-b96d-b93f4dcfd372",affiliation,2025-07-27 10:52:47.345 +0200,,Geisinger Commonwealth School of Medicine,,,,https://ror.org/04bqfk210,
cfa9823b-8175-42a8-8de0-de26c2842912,affiliation,2025-07-27 10:52:47.345 +0200,,Hospital SAMS,,,,https://ror.org/04sfnha74,
"14de50c1-333e-4edf-bc80-a5c58195b7a4",affiliation,2025-07-27 10:52:47.345 +0200,,"National Academies of Sciences, Engineering, and Medicine",,,,https://ror.org/02eq2w707,
"0bc7323d-13be-4248-97e8-18fcdccb82b1",affiliation,2025-07-27 10:52:47.345 +0200,,Cajal Neuroscience (United States),,,,https://ror.org/05pdc0q70,
"25fc80d5-11ea-4194-808b-bc13faefe011",affiliation,2025-07-27 10:52:47.345 +0200,,National Institute of Fundamental Studies,,,,https://ror.org/03wvtrq14,
"0177b17b-d323-46ca-870e-197ea52537b4",affiliation,2025-07-27 10:52:47.345 +0200,,Schroeder Arthritis Institute,,,,https://ror.org/03ex4ek60,
"405153bb-d6a4-49dc-9288-6d2576e400fe",affiliation,2025-07-27 10:52:47.345 +0200,,Centre of Biomedical Research,,,,https://ror.org/05xkqnm68,
b9e8b7ef-3908-45fe-b08f-08d694e2b748,affiliation,2025-07-27 10:52:47.345 +0200,,Mendel Biotechnology (United States),,,,https://ror.org/05csqsw96,
"83281524-b33d-40c4-ad2f-83d34c01702d",affiliation,2025-07-27 10:52:47.345 +0200,,Children's Cancer Therapy Development Institute,,,,https://ror.org/04netx779,
d1b466ce-d7f6-4edc-8f5b-dac7ac3ca1d7,affiliation,2025-07-27 10:52:47.345 +0200,,Laboratoire des Interactions Plantes Micro-Organismes,,,,https://ror.org/02gwt2810,
c4d672cb-e2ea-4ffa-af23-547b8a0922fd,affiliation,2025-07-27 10:52:47.345 +0200,,Albany Medical Center Hospital,,,,https://ror.org/0307crw42,
"835c3ce9-aeeb-4cc2-9e3d-1b3fe7a90361",affiliation,2025-07-27 10:52:47.345 +0200,,Trudeau Institute,,,,https://ror.org/04r83e717,
ac896a0d-de39-4dc2-a5aa-08c573fde293,affiliation,2025-07-27 10:52:47.345 +0200,,LivaNova (United States),,,,https://ror.org/04kfvhz20,
"7e4db3e1-ff14-4bae-9e19-7c284baa4ec6",affiliation,2025-07-27 10:52:47.345 +0200,,Momenta Pharmaceuticals (United States),,,,https://ror.org/01xdkk717,
"1185b61f-2db9-4423-be0e-c87639f13e94",affiliation,2025-07-27 10:52:47.345 +0200,,Instituto Nacional de Pediatria,,,,https://ror.org/05adj5455,
d5291701-6c9b-4855-b6d9-ea7583c341aa,affiliation,2025-07-27 10:52:47.345 +0200,,State Key Laboratory of Silkworm Genomic Biology,,,,https://ror.org/0478phh31,
"5887713a-dc3f-4b13-ac67-0286a64efc49",affiliation,2025-07-27 10:52:47.345 +0200,,Institut de Biologia Molecular de Barcelona,,,,https://ror.org/05t8khn72,
fb980ccd-3dd0-4c1f-86c8-f7dc00249375,affiliation,2025-07-27 10:52:47.345 +0200,,Epigénétique et Destin Cellulaire,,,,https://ror.org/03dbsav41,
"2d79ad81-a979-4e6d-84a1-a46db802ceac",affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Oncology Ljubljana,,,,https://ror.org/00y5zsg21,
e7a7cc17-d9ec-4c3a-ae89-3bbe40f404e5,affiliation,2025-07-27 10:52:47.345 +0200,,Gebze Technical University,,,,https://ror.org/01sdnnq10,
"85065711-0315-44e3-80d8-409a0b849490",affiliation,2025-07-27 10:52:47.345 +0200,,Wuhan No. 7 Hospital,,,,https://ror.org/0380dcc73,
d700663c-bc50-4c98-9620-56bdeee44a4d,affiliation,2025-07-27 10:52:47.345 +0200,,Medical Prognosis Institute (Denmark),,,,https://ror.org/05582qg24,
a02ffe04-69ff-4931-994c-423f9100bbd0,affiliation,2025-07-27 10:52:47.345 +0200,,Zhejiang Institute of Subtropical Crops,,,,https://ror.org/037h16f28,
fa0bbf36-b113-4841-94ea-3f6b3dff92e4,affiliation,2025-07-27 10:52:47.345 +0200,,Scintillon Institute,,,,https://ror.org/055camg08,
"7b7ff470-f5a4-409b-8d95-8c24a8f433f1",affiliation,2025-07-27 10:52:47.345 +0200,,BD Biosciences (United States),,,,https://ror.org/02h9td068,
"9691c04e-8d57-46a4-9d17-ea872e243e6a",affiliation,2025-07-27 10:52:47.345 +0200,,Helicos Biosciences (United States),,,,https://ror.org/044cqax96,
"61e11f80-7bab-47c1-9da5-64a95214170e",affiliation,2025-07-27 10:52:47.345 +0200,,Kannur University,,,,https://ror.org/00zz2cd87,
"50110bab-92f0-47aa-9988-14812f8e9161",affiliation,2025-07-27 10:52:47.345 +0200,,Melbourne Health,,,,https://ror.org/04z4kmw33,
d44d1009-9f57-4a2d-885c-ed22fabd13d7,affiliation,2025-07-27 10:52:47.345 +0200,,National Institute of Arthritis and Musculoskeletal and Skin Diseases,,,,https://ror.org/006zn3t30,
"3ec02d87-9fdb-4dd8-86f7-f8911655bd97",affiliation,2025-07-27 10:52:47.345 +0200,,Taipei Medical University Hospital,,,,https://ror.org/03k0md330,
"3b4ef602-3007-4773-85bf-9b7c3b119fe1",affiliation,2025-07-27 10:52:47.345 +0200,,Kurchatov Institute,,,,https://ror.org/00n1nz186,
"29e5183d-bb89-4863-82d5-398c186dfaee",affiliation,2025-07-27 10:52:47.345 +0200,,Çankırı Karatekin University,,,,https://ror.org/011y7xt38,
e5c4c788-1fb1-4bb2-b1d8-006a26f94a30,affiliation,2025-07-27 10:52:47.345 +0200,,VIB Single Cell Core,,,,https://ror.org/05yn67m85,
"5079547f-223a-48ac-9fc5-199c0b79e074",affiliation,2025-07-27 10:52:47.345 +0200,,All India Institute of Medical Sciences Guwahati,,,,https://ror.org/000kxhc93,
"84a9ff01-c849-41e6-a5fb-6281b917454f",affiliation,2025-07-27 10:52:47.345 +0200,,Kanagawa Institute of Industrial Science and Technology,,,,https://ror.org/04n160k30,
e80470e5-8e6d-4a89-8f26-bcba27610d55,affiliation,2025-07-27 10:52:47.345 +0200,,Istituto Dermopatico dell'Immacolata,,,,https://ror.org/02b5mfy68,
"42837ebb-dd38-4a5d-af73-8c5576ec43e9",affiliation,2025-07-27 10:52:47.345 +0200,,Innate Pharma (France),,,,https://ror.org/055wa9133,
"51f7527c-8228-4f71-979e-099f33e82ae1",affiliation,2025-07-27 10:52:47.345 +0200,,Translational Research in Oncology,,,,https://ror.org/02bb6wb14,
"1fbd0ae6-ac7e-4d2a-a2dc-76ad9479afae",affiliation,2025-07-27 10:52:47.345 +0200,,Sağlık Bilimleri Üniversitesi,,,,https://ror.org/03k7bde87,
"3207317c-7634-4e09-a7a8-b651a215cc18",affiliation,2025-07-27 10:52:47.345 +0200,,"10X Genomics (United States)",,,,https://ror.org/01sxvbm95,
b3692ef8-11bc-4d9a-8ba9-e3c824d66bac,affiliation,2025-07-27 10:52:47.345 +0200,,Laboratoire des Sciences de l’Information et de la Communication,,,,https://ror.org/034gh1d56,
"9f1b7187-289d-407f-b401-f390d866b456",affiliation,2025-07-27 10:52:47.345 +0200,,NGM Biopharmaceuticals (United States),,,,https://ror.org/01x8fkj71,
fb25a46a-1ba4-4768-86b6-f502708897f3,affiliation,2025-07-27 10:52:47.345 +0200,,Arrowhead Pharmaceuticals (United States),,,,https://ror.org/00919v790,
"3d22597f-9bf3-4a95-9282-35733e4ed542",affiliation,2025-07-27 10:52:47.345 +0200,,Gansu Academy of Sciences,,,,https://ror.org/003cbyt26,
"6f43a01b-bf14-4d18-885f-cd7f3bdb9be1",affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Predictive and Personalized Medicine of Cancer,,,,https://ror.org/05hxqvt36,
"6889544d-ee9b-44ce-9407-38d72796dc60",affiliation,2025-07-27 10:52:47.345 +0200,,Children's Cancer Institute Australia,,,,https://ror.org/01x784220,
"6f62f8a6-4274-4e44-a017-86f2ca6cc0ee",affiliation,2025-07-27 10:52:47.345 +0200,,The Fifth People's Hospital of Anyang,,,,https://ror.org/00ty48v44,
"19fa2134-bdaf-4627-8fab-2e4175e0682d",affiliation,2025-07-27 10:52:47.345 +0200,,State Key Laboratory of Molecular Oncology,,,,https://ror.org/014gmtw23,
"226f8795-56a6-4e5f-b9a1-11245a194e70",affiliation,2025-07-27 10:52:47.345 +0200,,Gaozhou People's Hospital,,,,https://ror.org/05ptrtc51,
d957c625-d4fe-456f-8177-016e6ece5680,affiliation,2025-07-27 10:52:47.345 +0200,,Département de Chimie Moléculaire,,,,https://ror.org/010rs2a38,
"7d85a3df-ff72-410a-9b53-5fa7ec1ba63f",affiliation,2025-07-27 10:52:47.345 +0200,,Grail (United States),,,,https://ror.org/03jwhs418,
"410421da-b81b-42a3-9c45-8ec491d2e7e4",affiliation,2025-07-27 10:52:47.345 +0200,,Texas Heart Institute,,,,https://ror.org/00r4vsg44,
"7fac197a-cc95-4293-88d1-15399d1aac27",affiliation,2025-07-27 10:52:47.345 +0200,,Gaertner (United States),,,,https://ror.org/05ygj1d20,
"50482ed6-43b2-4ced-a6a4-6ce086ec1ed9",affiliation,2025-07-27 10:52:47.345 +0200,,VRC Metal Systems (United States),,,,https://ror.org/03z7fpr75,
d19f85b6-1323-497a-a7ee-e7985e209a7e,affiliation,2025-07-27 10:52:47.345 +0200,,Istituto Oncologico della Svizzera Italiana,,,,https://ror.org/04tty5b50,
"9fea8af9-ee64-4c1d-a6c5-288331c12677",affiliation,2025-07-27 10:52:47.345 +0200,,British American Tobacco (United Kingdom),,,,https://ror.org/01znsh139,
"2381c3a5-7207-4a00-b4b5-419254663b68",affiliation,2025-07-27 10:52:47.345 +0200,,Institute for Biological Sciences,,,,https://ror.org/00t7c0489,
"27938288-40cd-424a-a807-4d8c1772147b",affiliation,2025-07-27 10:52:47.345 +0200,,Instituto Nacional de Rehabilitación,,,,https://ror.org/03734cd59,
"561ac00e-aae9-4a71-b94d-f83d66dfc4c1",affiliation,2025-07-27 10:52:47.345 +0200,,Universidad Libre de Colombia,,,,https://ror.org/04mtaqb21,
"741ff15f-032e-4285-9aa1-270e656155eb",affiliation,2025-07-27 10:52:47.345 +0200,,Unité Mixte de Recherche sur les Herbivores,,,,https://ror.org/03yvemy54,
"2a75b137-a843-4e06-a692-7bdaa2b3dc67",affiliation,2025-07-27 10:52:47.345 +0200,,North Central State College,,,,https://ror.org/04b6b6f76,
a98c75f9-6289-47ec-ab80-0a9c90ea096f,affiliation,2025-07-27 10:52:47.345 +0200,,Institut de Neurosciences Cognitives et Intégratives d’Aquitaine,,,,https://ror.org/01a6zh966,
"46b13cca-8bfa-4f4c-9a10-426e8375b43b",affiliation,2025-07-27 10:52:47.345 +0200,,Tokyo Dental College,,,,https://ror.org/0220f5b41,
"80dab608-f625-4843-b87c-106a7a1a2e5a",affiliation,2025-07-27 10:52:47.345 +0200,,"Interactions Cellules souches-niches: physiologie, tumeurs et réparation tissulaire",,,,https://ror.org/05pwqr258,
"160c4811-83b4-4321-b517-3432303a4d74",affiliation,2025-07-27 10:52:47.345 +0200,,Buffalo BioLabs,,,,https://ror.org/04ng6c812,
"2ad42c3e-ab8f-48db-bfa9-7076782ad549",affiliation,2025-07-27 10:52:47.345 +0200,,State Key Laboratory of Mycology,,,,https://ror.org/01zfc7m08,
"4036d251-5f1a-4f62-ad2c-4313aa6453fb",affiliation,2025-07-27 10:52:47.345 +0200,,Promega (United States),,,,https://ror.org/01dra3713,
a594aee6-9783-4c41-bdef-f8f0646dca81,affiliation,2025-07-27 10:52:47.345 +0200,,Centre for Cancer Biology,,,,https://ror.org/03yg7hz06,
"9a2cec2d-304f-41f2-9279-eb967d010939",affiliation,2025-07-27 10:52:47.345 +0200,,Neurosciences Institute,,,,https://ror.org/0460vf117,
cd85959f-4486-4470-bdad-4eea33d51ea8,affiliation,2025-07-27 10:52:47.345 +0200,,Institute of Rheumatology,,,,https://ror.org/00jk0vn85,
ca167585-3a7b-4ae6-afe8-727c119c3693,affiliation,2025-07-27 10:52:47.345 +0200,,Instituto de Biologia Experimental e Tecnológica,,,,https://ror.org/0599z7n30,
dcaa7eb4-2197-4a36-b38b-7a46577247c0,affiliation,2025-07-27 10:52:47.345 +0200,,HÜBNER Group (Germany),,,,https://ror.org/01smjf452,
feb6e0fe-c48e-4a4b-a2a5-7dd5679ac141,affiliation,2025-07-27 10:52:47.345 +0200,,HemoShear (United States),,,,https://ror.org/02s4ke886,
"06dc72dc-6cc9-4cca-985b-e1f56b8fcb8d",affiliation,2025-07-27 10:52:47.345 +0200,,PDL BioPharma (United States),,,,https://ror.org/03ya6pd97,
"14057d74-e546-4b9e-9d12-19f26f15bd51",affiliation,2025-07-27 10:52:47.345 +0200,,Toita Women's College,,,,https://ror.org/03ygwqt20,
ac302573-d1c2-4560-aaaf-e0096fa0d4c5,affiliation,2025-07-27 10:52:47.345 +0200,,MYcroarray (United States),,,,https://ror.org/059tkh055,
"1ddbf595-66a0-42a5-a116-03ef7e7c331b",affiliation,2025-07-27 10:52:47.345 +0200,,National Institute of Child Health,,,,https://ror.org/049mgby18,
"3ebb0371-7f7e-4457-9a62-765474f6f921",affiliation,2025-07-27 10:52:47.345 +0200,,Fatman (Finland),,,,https://ror.org/03f9kek24,
"8ca09866-6be3-498d-b703-b46a374839f2",affiliation,2025-07-27 10:52:47.345 +0200,,"Chugai Pharmaceutical Co., Ltd. (Japan)",,,,https://ror.org/01v743b94,
f64114f5-69c9-4e86-8d38-3f0dd3d5728b,affiliation,2025-07-27 10:52:47.345 +0200,,CGB Laboratory,,,,https://ror.org/0586vk124,
dbef3869-55fc-4b15-aa55-a6456b843c4a,affiliation,2025-07-27 10:52:47.345 +0200,,Kumamoto City Hospital,,,,https://ror.org/007ge8322,
"8c3f3428-67db-447a-9d83-b68cf07a847c",affiliation,2025-07-27 10:52:47.345 +0200,,Colorado School of Public Health,,,,https://ror.org/005x9g035,
fa75691d-1206-4b18-ae63-3110546f3610,affiliation,2025-07-27 10:52:47.345 +0200,,Institute for Machine Learning,,,,https://ror.org/04p2fa809,
ae3c3c96-d162-466e-ab47-85362258081f,affiliation,2025-07-27 10:52:47.345 +0200,,Agricultural Genetics Institute,,,,https://ror.org/05sswkg52,
d1446ec5-78ef-40f3-9443-6a7340d2273f,affiliation,2025-07-27 10:52:47.345 +0200,,Fukuoka Higashi Medical Center,,,,https://ror.org/03hsr7383,
ac82e64b-47db-4475-8ee8-370287ec383f,affiliation,2025-07-27 10:52:47.345 +0200,,Schieffelin Institute of Health Research and Leprosy Centre,,,,https://ror.org/02nqa0m70,
a8117236-7e78-4589-8e1b-ced870bafe3d,affiliation,2025-07-27 10:52:47.345 +0200,,Asahi Breweries (Japan),,,,https://ror.org/014aeyd41,
"3035108a-2436-4524-abf9-544469edeca5",affiliation,2025-07-27 10:52:47.345 +0200,,Zug Cantonal Hospital,,,,https://ror.org/00rm7zs53,
"3d9a2796-d7c4-4d98-ae36-f122c8f6b6f6",affiliation,2025-07-27 10:52:47.345 +0200,,Centre de Génétique Médicale de Marseille,,,,https://ror.org/01e4wd589,
"25151e04-d8ec-4a9f-a1ea-c001dbaf195e",affiliation,2025-07-27 10:52:47.345 +0200,,Excet (United States),,,,https://ror.org/00yx8y731,
"3a77bb02-e5f5-41e3-9833-9c37e27f9c67",affiliation,2025-07-27 10:52:47.345 +0200,,Jaslok Hospital,,,,https://ror.org/052w06y65,
